gameName,tagLine,puuid,summonerLevel
DontPlayPlease,noone,y_BnAazOnanK5EQ1mSDxTRlSRUFjEXd5fmhgFsuRBiicOZJjyciY3sq0By6FJCHuRZfS963o-23OYg,128
она выбрала его,dura,gWD2VRMZbh8TgZKHRUaMmam0N8ZFb77ClU7z3arDyexiybjfbX1Dx8oJ2jELA9nl6Q7-9OlBhcScYQ,103
leetae,letae,inIcICPOMnCkssyC7REkGjWqYtmahCtiX0Y0Gp0vspAHIUoRP2diI_Ss8NgbFlksQmWpqq9OTuONvQ,810
Опытный абузер,лолей,4tJx91o47qURarMWJW5s0zbRAk5uriuK-pIlz1mUR-SEazFi9CIrAPjPjZ_0Rsnqe9-pAwqWZChwnw,54
Nuclear winter,xxx,QJFDbqjjOhZH0FuhrRSGnQe30JEB5W2P2vZrNGfDh5aBfNi88PoWAH9jbhYlaopYzvgVXZ_XFTMFGg,407
Папочка смолдера,Осёл,G55Upk7nY21zCgveasy2Kd3Ob9M78B8lbBEGxXVTzK2HtjMTn9h2rDsXc8jEPcy0m_n3xZ4gZIQwdA,1241
Hoodlex,lizal,p07pS6m4Scm7JWB3_JL2CEwiYtLdt6V3tSTGnAoZdFz9o7UsCSxQLC5MQ6c5b3OCtnMWDMBJP5BbpA,821
Vladimir Dorana,RU1,QyeNs1sXb5__AhoNmKYO5gJfvDNKRfjPAxD3j9BuRaxRnpkn1luhaq_eBPuPZM6ztnl14-9_RBecUA,263
小语爱豆,5367,P3A8AXipeGg4-HWEq1OQMvVqqjCID1ZRXsqy21s5-SMJheIwiyS_dyW8q1yVltq4SQ-OfZIajnEadA,93
Slim Shаdy,Real,95quJ_gpph2diAmH44w3mdjEHnlvO4n4-J50evgMN_ztvOjg91SE47qAhZod0ZLhhgWGZfSKkuphGA,109
forgiveness,nope,i4YRay3KIONKBhnclkpy6KKHNXT6wDbnso07pPQn7Rmbld6A5HMewig2I79sIKfH7pvShv8dDNKHgA,253
Dragglur,1345,30pfPm5xaouNpMemrHMWuUvnLS0eUcGbtp6Ru7Lq0o8FLoqXLxQaace7Vqp72c60jO1jAE6K3lA8uw,537
NooBaS6666,RU1,3jZAO2qEu7E4fTDL8nMOYj9_2OwCpjBFF06bnDNzm5Go5hpWZBVvRBuURveWWKFO3bIWKB8HPBg5rg,439
Mara,CZtop,jBySoB9SX3mNTxONfIybaekjgbaeThkUWP61rEXI29bYQMvzHI_iBTFMKlOXB2czumVxQXPpcynGdw,66
im number 1,RU1,Q1fZ8Oy8h0JYKU-dTtKFi48_7Co_YvHByt1gT378RhPtPOje8FDoDKh_hHsHBAbHTEIEMtKmrKq_yg,339
ellkii世界一,ilpsm,zgfTAKbzE1k7U5r8QGGhPL5j3U0JtxRXWB-Lo7I9OrVr8Nzsn6En4I-g7hw6MK95Ka_b_KrGfw0EzQ,602
Kashtanova,K6Y9S,ggeTCwDfFMYYo0WQdJIROj7zzbX4lvkG8TvKEo4i2jZWUzUfMppqSe710fIldDgQ_35fURzNTtS74w,654
Ягами Лaйт,RU1,GmW2IZNugRD6BPrTEXm526-mLGJcJTvubajoqIEV9hHyNKZ7-9HQXIN8lWYX5xMPJK1vvF38XNDyrA,358
Таймстоп арбузеp,glide,l0cpPrRAsj89oOvwXQgu6Eqd5Rk55Frxa6TdwdiaqQzwOLZnYHxekUepe_WxX4RbqFxAeKEf6yt_6w,79
когусик соло,соло,oQPud9vLDUxLT7Jcaj9LYSLZSwadKNPd0rs41hcmGJnQB7JAZXj6ryoA9wqfhckVo5kvGW86Viic-A,120
mentally ill,cuts,5q2EQwI8apNq3yPNHco5AuiwW4oIuxDs6vnNtfElO0YDXwGpmKm715eDJYPbUJol4F3Haf56ULe1hA,68
metastases,0001,2B--I-XebrlE1-OmVod95sUwAQ3_sBlVu3aFvNXFxgDEUKtIDCb0EfDDR4klaGPbOj10vraz2FCVzQ,798
NotForecs1,RU1,wx7N4AqAow-TAB6Q507nCsd3vyQltymf3-VhGqxuEq2gIbKz1PlCkCabevU7hGO7Ogh47AdwBzqWCw,146
Global,8000,Vgbzhoc7rmiBCu8VWgnqYKFkpAMD2Nrfi9pDBxLYVkYg0y55WA_e-zX3Fm_zlD7FZ79Vsz535N27bg,427
catharsis,4443,jJe7nZ6NHH71jvmBS_cQKRQLLXdadU2x4TvlNGzJ2ksDkvt2zX3VijKHWJ_-zs-4YnJ_Uf_ddfpa9w,705
noface,xxx,TI3Z654Oe37pqKW_mBqVO2KMax-36dyCawwXCkWRX-a3f7jNBEh49idXIBaI2wWDMEf11lZZatXSGA,214
Satemi,San,sJPeRq1G9Kv56gzp6Q9zl4coRREYM1vP2FHBVvYg9X501Dw7Duc0hM0oy_24QAFRWlXaNWDw7ySd1A,764
like ur arms,6969,P7sEjS4tDV8B9ZfdsWKRxWwdj6eSTjuL3GoAoYifrYaDOBON_BwoH0XxSJZdiksgB3RszQAwdZ-jsA,572
Siúil a Rúin,RU1,SPpOXNPgS_poqtij9VnMkGKWyDbzQ7B1EIT1qBxf06SYFQji-8Qq3xsK0Fcj6lQd1MvwmxucJLcn9A,495
Очкообраз,SRP,ISdxIIkrsmMHC4WfnNy1eTxdTxdybMttbeEOLlXPRF5wHWReo-Tt0wAnrtUfBpcER5m0OdL7etApTg,437
Old Alpaca,RU1,SR1joSVSWIdfKqRjwgSirgNJnN6GysoiuoB1MDpPn5V2wpHuxrn9jf62YY05aleJHDwVoZUcIStxZQ,608
NordZool,111,oCqz-wshzkBblXz35fGf0612i5YCMGZuKK7x16NgY2D1-Qygvjpcj7j1I86JbAfOaC7xUVqAd9HJfQ,161
Influence,ffpls,1MWd66kInS39ws25SQI1MQiL0DUxPlnpxAMnt11SjGvymllrjsxFjuuQsTW1aBDfUj3t1EOyfRd9dw,168
k十十十y十十十s,242,4KLw9KCPZQQiQgaGe1P5DzjTBD-VFkccsbZmAVtVE0igjeMGg7i83_zTMYJyJlS5i8Is5o0udIDSgw,49
dgoni,6842,xYzGnqaUvXVoUOgVvBh0QV3qXKGS6QOIXrNRV6tW1fKeARCXO9vUxPfWYbxaTzoz3dnrRMPNlQHwnw,73
ОЛЕЖА ЗЕФИРКА,UWU,pgQe8rGCXpUx0k8toURhi5UVyVzCudDtxYo78Uygh8rNBoQMGZYpN5kAfaYAIjk-v_9631vUwEzfWQ,113
LoIi In My Heart,000,LGIoqRoaUhlzayOPplYqEyZ-RjD0TSdFga6T1dJlVDweJy98ZDXeQ5kNq5pGVpwQHop68TnBdou9Fg,387
kyousuke lover,9892,u6TpC5NV3VTCdG1g-o2JXT8pbxJWGCCN7WAehwIfZFlWanSHvL1vmZ7DK4Y1NkKKkbGzRW-4LhCjhg,336
ASH Enrages,Ghost,3y2ei_xLR-Ir4Mt1ZIl7XUi725IwyxsUkfKE2b4W7QdwG8dGYdRXwOAA6gw_swAPDXJ2FH5Z6oPzTw,247
Right Twins Star,RU1,JzHqmTI8UZdF138mQ73pwZ0dqSKmuQKxzIZZAFlwFVFJ5kSxUr29OW6LKt5RW71ic6RrLwsWkTXNFw,546
Святой LoveМилф,kz1,9oq0TDyfFn5r03Y_49U36cDfUjSzv2hK5w6N7M15wiWNykdzDiFsK7m2FMz9DrpukYGNl541jD65Qw,267
Sunrise,Tokyo,6Jt69hbatupKsE9Sifg_wg6F7QapIf1KP3uFCINoQMeTHAv9kGrj5_8MHJAQ_usuiMy1qd2m5u58UQ,98
kappaChungusSW4G,OPPS,gjTMSVJT-mD0NhQnQRG4q1A67cwX-4Fu2mExwjHpfSsAbS-uQmi009o5HPyYAZKptniDThBUH6WIKg,534
Lán Zhàn,爱兔子,hLleRK7hD2REZuPOE7aek9v_oqYm5mQD6qmEH2zfOVeGox7qtGBJ0N_j7R1MfPwhl2IL-C_locT3RQ,463
stepan,022,wLPHF7M7lcSTS3OKeSGi477TB2V9jqsVEEubtk7BThvkhv4y5MvAo7nJJ885RJw3WCyDGkWsz4hXJw,671
Depressed Barbie,UwU,N6moduAsOljuTWbnOgAGg5G_xk4CB--8mFFIfepq3MZSp8jTLEQtIQktRZaAHq_RqS-HxGWgOIE2ig,322
Shaco Fresco,RU1,6pJd8Rq1QXnYL3iQa_TZHuXoBzDIWu0X7gxC3uKHM4YJtDAMAp5pw38QDMw1LL-R6ZwKjeb_vH1Fng,597
نوكيا الرسائل ال,3310,PbrrVM4C5LpAdzD-_dEp38TiT4nWPKp5C8QkAKcHrmqxxoIIsutF8CanJH0sSjgsuH_BgnWRwvR_Zw,770
Lícóriś,5380,rwM3dSry5Ievc4huD_9WOYVg5KqmBpNmkFHjP_y1KaNkep5OD4_IjMIinQGP54Uw__AvTXp_jiWhOg,724
klonlolo,RU1,YdS350kHzgSuNgdbAPC8NR3bwe9mA9C7KIyMG4A_2sgoNrFrpmZmgnZapdh2CgGmfQ4562uBjetrww,504
legendazadrotov,RU1,kVxhWJsxHl2rn12WtTvRnPhgZs0OkATSCvrJQ-vJ3Ojp8YmcoKvwJx-69-aVQiVUDJkWVYesn73yXg,620
ErrorAdcNotFound,RU1,k7iGr_NrpzcR4sKqmmZ-CiYVTkqcKIqKIjxqxVi_ReSULxr2tKH490bRT9rNAd1I3CHtbniqo3pHVw,1150
кисаmurmur,RU1,JeRWxMSO5ViR4X-mnQx9cC2iV_9cc4XQN6F7n17GIFUiWxqBZxBMRXHZAzi_J17Puwh34sLZL_N4NQ,59
Пажилой Жмыхычь,RU1,DuKhTMrWfkmOShd5dutcgzpmH9Buf43_ijzRUrbMCyWxxLSq6EPl0ZXPOZ3yJsrIWYnCxHHAC2RRcg,68
dibtem,RU1,l44-YZNUOFMXAAImRDm_u4wxXmimpZ1uc9XLIYKmjtY8chj6sStLMh_yLN_uPtYxuLBmSQ0vjQdYGg,554
bląmed ångel,ίhy,JNC9hJEcGvOZrJs5wm8xTQwPuAwwNzeY6oHmGeG3tujyT9H96uo7BoIq3F_MgvHpKWrlOh_qi3_OPg,608
Плита,7933,t59pEFZGZD5SiDTna8A3eVYmbsFLs7EgweGAWmH80ufOeI40FTvN4LcK4c1JmpqlOd2N3qcrKJwaow,711
Phantasm,TWTV,I15xIpQAI4S68b3Wra4kMdwIYOxnLSh8EwYILgf88VgG8U_3tf2li3CceFzdHSfenr_jD-w1NbC89g,546
AMG Petronas F1,63Ra,OerzcS1Hq1IPmnlu9TTP4ccd5quaodh3fiQldXl7V_rq9gnU-MDWTvzqObkfm5Z6jyUj_UM4BznB-w,43
g 43 a F a 3 JH,YEP,peDBapkdq1qBSTCnyGX0f4iPYwBUwasqXV0zXWhYrtaj40T5veBEF6Lqm17Nv4wHTFyUuHfldPS8MA,131
사랑 은 금지 되어 있다,adgap,gWLdN84vinrIEtJk8gOg14KMAkodSozSM4ZK7RbZmcyvjJbhjhDylVC9QcQQf1Dzb7DtjQpunQ_VtA,408
Tenkali,RU1,4bWpRPdZHZm7mzOIeIA4XWMOmJZnUbS7buv_mempu1F3aspSMreeDnOD_FZgh8YaIL0V9DFi2Bu0Ug,377
ºNéxT FøR My ÀxE,RU1,kP2ORRXnvNDbygzj7ZQ11AQNwI9g6fosElAdlmiJNduIB_IIysqZMuwHzmn32lFuJKuVKXw67ucKow,930
БОМБОПЛАААААААНК,RICH,FlKPYpzmlcV5ri_TIWUdboPB-Whk9ZdtadxYSsUMcdeIeZsJ46mhhVg-YeaHuzISLBOKzlb1VVjEWQ,1076
LordSuteo,хрыч,9iHkSLsNgqAexgzeU5nkcAtC_CC3KjkxDoeIS5nSdLv6Bruk7meoS6YVQfJckW0aKp3Xmtce7rngQw,829
dear2pac,rain,P7XzEZ42sfXnzY-gBLl4VyDTe8nkQfuCo5IR9N-bZwkEWmHqeq5i7ROFyFTjltWvEYgFCyHhcxWWug,541
Мухa,穆哈肯嫩,-teiIfnlLHTuK8Ebp0r4vYLbQXURjJhX404CQ-uWmRQPcokh_KZUflVI5cPm3-DZddRJRKGuXNOBdw,834
уважаемый,мид,F2vD-Jb1oGe0x0AdA7oWbNE-DEYLpwXmaiPg6qTntv6oi7VmRbnUEmIzbpZdHx1z2bcY3sNgn1uERQ,180
KITSUNE,may,SFhE9M_zT23s4N-NoU-uhd4yf5PsLbmSxg0rmDbK5nOGcTCLSBYP6oenT-NzgRe6E8kjXrADqRK9ew,342
глеб лес керриии,LTAKE,UoDpDWfo9V25WjB58gapFnewM0Z-jf26P62SgiT4hX68q6zfR3-lQpdrSoBLa3xGmPnyjjtaUZnaLA,170
ПапаДен,GRULY,uDTVV5tunNwjJGZu8YImnMheh9Aq6nseAgY_ezO8QShlYeyi0LlZYxY_JxBks_QzQ4hVobr4Zz1LJw,671
赖小七,521,W6PJCaJoAlEgzRAn7XEndXbKkD8Cnap6HDwNpRzLBHNL9ivD6mxXBKRxhSm50LjXEeESNC6m4eFdJA,1155
Chako my life,Shako,1yLXv6Lucd8gGUFovZwu2uZCXzqs2_k9Ru7rdVzZ3EVJ95dp1saMWYlCur-878CwiJMnHigHYz-GDA,1263
Vultazar05,8407,nzEyzN-vbtcg7RFbzW0f-E56_kQ1fFJD2TPjI1Ufc5qunt8IlwPgQTiGBZolzwFRVuixXol3wCz_jA,75
ok nerf qiyana,333,YPNuwKC1n_yaCIbMwI-QV8VI091B768oYxiz_sPvaxHy32jmx0fXdJ0Nq1XxkwlbyN7C_LkHE8w6FQ,77
mosyazavr,Ррррр,_ECZ46eiVvCJPqzM42Zdz_upPwQKIjAlApyh-3dZOZthitZyNmQ8f1sLSaj6olNsXRvUYtd-XUplOg,790
сомфи,RU1,Ui3IhCXOkCJVzbBlkmcVSWldp472B7ARro66_3nstZvxSDiPC4tw3SOtBS84p2exsGgzGdm6J_QT2w,563
Schröd1nger,5002,gk8a-KmBVdmAM-syEs149L0SPJmDOAr1Ey6SHF6upDLbXrbJbBtr0pxVLQ-Uk1GKHDSeA9jAcmJUmQ,121
Crimson Abyss,148,VjhO6Yfjc64QY2lI_E3iSAwT6GiXcbd8iUwrNWpjoWI9UvfP69t5eTdIrhCbT96V9nSEH-0YGVKdfw,600
Хъючь,wsup,LKF6Fi53MXM01j0rRMM6oTWwZoNkdeWwV1lcxMhnHh7N-Bg_3z7VTalh7ypk0VjWoCg7EsjAiSmcWQ,1128
Cogito,virus,LqkRYw2qKwouUJ46QI1H2zjjbmiGcMDUIruS06j9w2tJIuneYxY5oGeyeJykMMwraIdR39XidobRpw,49
ТвоёСпасение,rus,TV5wFmGT6FCvOfWmQJhmHqgxYKmrQpPv5PEVFBwyJ3alfRN7oI-DCDBWWo1YR3XVrPktnlSK5ZyZfA,120
Fox,Admin,998mXnTFGxe_f4R-owmIpDXc-7AN3tS214s2Zwx6HokNJvFT4Om4mVFysTSAH-diEHhR1aLhnJfAeQ,498
kense,шавел,Tqi8Hg-D1Gh4VpRPWAJwMS4t6C5WdeRH2WTgHwlwgqWW6maClAYGYywfrqVIddAA6Ows85HQyu3gjA,824
КРИСТИНА ЯЙЦЕЛОМ,DETEY,tVJ8pXNyol3uQadSUQLMBPCQfZPmAyMUMwkCCqhbBlqiTWjU1bEQOZpTXS9BCmrk4E4T9gms9wAdcA,909
Дон Шрейдер,GRB,06JWNiyvEGcwfZbh8HSCzbQWDhBQw6m-hbdF4OcG4CWLsCul14GwU0xpwu6I34suZWwa2r8kJbp84w,1120
Positive Player,RU1,rpMljUWBSUDhANK_72gF2PPFmZMD04GxNbSZjjI4-57WN6uQcdJW2RjMnUxo0geNaiuvmnu--Hc0iA,430
Hananeru,IVV,L_s7tBnuqcBX-trYwAtxREWrwL9Ra9dapiETShpkU_27PBKCSR4MgD0Aj6-UU3kBL_041VDXFwghBA,964
undeadangelkk,okk,vwBHgnep2p4lb7ZHGAYWOspvTQP2bRcPGKCssZzWrOiP_A67OYrvDRsC9EGfgeAgN5KmDsgJhKV_tQ,911
поз 2 демон,L9KID,XnYqSPaBhtu-saLLkbJJGgEuTD1O0tJT0HvDMUu5s6A4mfgusccdEXbPp_XPsHIaRrlyX1N5LAifZg,1168
IDØŃTWÅNNABÊWÌTH,YØÙ,J8pcImuTbY4m5H5XV5UM2tut9kENptIMYyVrU_WjBtdxn2I9jl8Sg1zRLMzLZmn9EW83Q8pJ2gEjCA,95
waste of love,111,IN94B93tGAUUX8rezyXDbQMQwPGY9ylU1yWLYofVgD4Ow-wji8XfykStQeTrgljDSgrElOzK96BoCg,41
6635,00000,HUc4MwTPGTCpWxxdlfJY8Ms-vcohsb7D1axHOgUdUIzsF2oeDdyvpXVDBXajENh-khIuipkp4Fz2bg,1083
Ashaf,アシャフ,1TNHm8UW60Gkdq2c32oa6NgKTHtY-cb4uwbv3kr8jlUfE1faLWDL293KIxCsODvdMZptVhObcnlpUw,700
нулевой НДС,6976,33DTSxrbPLeMCkSyZZ2wcnKVGum69Bc6b9uuoBKQLZQDqJ-HQKeQPuyV7REJrdjfRI0Of2zutT0Jew,213
хватит ругаться,DRAIN,q8efacgLSwF7_E6FjbhhJRaWLQAugvNdREACMa5Vo6sWkvKkE8lB1hqSE1B9nNVqtal2FbbmIKLioA,633
свага имеeца,space,V7IY7Kp9KZWhsdbJALyMr8fY07f4dUEoUwo-FYv0PnvD7Yhyuw6v2ALIZJXYb8D-k8S3N3ssKOIGwg,52
ヨルハ二号B型,yse,P2kTmbFKcPpf0KAyzAhwl4aB62mod79Z2JqjKx7zaj9Whn7oQIZsPF3iamvjvNzARjIJMra3LCMPMA,542
выebal кaстрюлю,сигма,EUrma1ASK1antJm829rbB1EeD6bcnSY89vf0JW6C9rSxOtxW7GNkXicnUBstv5H5TFhlY_gssIAtbQ,696
Razzagale,RU1,ABJMEgwjNucTAIR6Dkb12Mt9YwFTsnHJCuforvWcnH8IKheGHfq2o44IGzdCenqYAcxPClzeEnFQpA,517
corpse collector,ghoul,fLXUQ_h7z-ycSwCYEjFGvAA76NgBvUmZcHNiSRu3YIP2gB304Mnk0mPWASV4loOw76CWf-eX55j3QQ,55
ａｘｅｓｔａｓｙ,صندوق,n5zSun-fFc3TUjualkWKOJx2gpbKlgRBrupjxxNytBGJXu1X8pA3BwDpk9M6jjvYw6uesdxgJE_FtA,1673
Sloty,sad,Secop0UxSC4Vdz-NS3boZHS3NXaeyXn5Bf_R6hW5cz7Eb6y01ReaWmUY-7vvg4_n6MTVyF2iaSuMcQ,315
sleep experiment,kgb,LTeVlmP6mPzeR4r6FPI0FkZ-5jEmFCruX1bXCoeSJZNMeBrtD8jtCujqSboFS9H7TpI1vwMVvjvEnQ,45
Elyzia,RU1,XlV7InOA5WtxERRYUhT99joh3f_OJ6yF6sHJBl5z98lWzggIkjN1jZyD7yyPCGT3ef3Ni1X03Piryg,774
Alaska,RU1,Qcw1Ptee43w4EJAkws8I4rLSJYntlDAREtwMCukC-leb9KPZ2wyE5llUCWoY-Ht6i3wzvK6cZzPBZQ,714
Cr1nge P1GForm,PIG,YhljuXxzCQmNChc5QH9mzz7Ef1T1TohgauqD9r2tziGD0Bs2VfQAdlhqGSsKdvXolmiWVjB6j7wMdQ,764
xxDarkNet,RU1,oFXtfeYJMPchK5J0YsCtPygVb1YIm3KYXrh7UQTWikvya5gGL_0jM1QE9lhuttxtyaT6Bs8vv_iCAw,44
Граймлегенда,срал,e6osaEAMvIhwd5ER_7ElGLrXGyzaR8F3w_84QdcSMUitwG8IjcjpBnaxZNoOe8hwTBwPL6ghK9LXHg,402
facElEss,EnvY,jjSbIzBPaEaj53WmTZVh60Unu7kBgbVIGdB6wv64vInk3tMxYf1fA5odElL-d-OknBI76Au2X9xBVQ,492
Meow4Me,ZeD,sG3xrcZ4Oo7oSIwidPaZLFvoq_weDj7AYloXOVC_iCzcvZxAorx0pFqOI8-iAvgRUvtkCH7cvy-vaA,678
Ice Prince,Icee,PvwPJYdHsckYW62NNAb89-AF9AXqgUZlhBPQOFvtVOWz2JZLaAaAa8tiOCNhqWUKWgBMzGXBfhcWtw,915
VoinG,RU1,G9ceCJz4OOxpyW1lj-lMvOQxN07IBsBGZLvn9cpqy9KDlO4euDEoWXEDgwgLSNMiwKGFIEGLY7RvLg,340
neverdepagain,777,8fVGM5yCIVCu7S5aZDp8ZHvFXrMZ8uInsIexxTpIm1Tr0TdNzokvhJe-IyECXlYCgAhJmsVaCPn0sQ,100
ТИМОХА БЕНЗОПИЛА,OWO,TEDpVLcIfsIyzN8ywaMCZtGr-o5z-bBc7cQ4dOL0kjkf6UbVUREx3Ugsito9r3m2fvPKpUzNsw5aQg,346
тэймуджин,RU1,JA0ipjTpsoswztRHsyQryCzZr9J6L35tbugbwu9Gbpu1UZxY5lOM9FIfDwSQDtZwFPyikxGDpDac1g,492
OstwinD,RU1,VtWWNZ-xTbnelvbu8ZZFXjlszuFFqO0aOYzFM9CnkSrw57tycLDP3gTLmFY8mowIKkZ-QpU_pJ9XfQ,514
sidestepRight,ADR,MGrXc6ZtKpj-6G_Up_fj1MZw-1vA2ddRcqdCwHJ1-Tq3RJKDQ1rdwNQMtOg5Tl_sn5Ycdd_1lxe9Yg,443
PagChump,RU1,QaC1iXGz6Br2xerEcjPxqfSJTQp9anlVYrNyJlVoDZqOtA98jfghc_-dabRghxiEjg6iu43fW-JRMw,118
борщек,RU1,fSaK3pUGBDZDsmk6Yu9SUVvhKWJx8tUtRzaCx3h8Lt16FPdu3bp-A24jbxxXnwsCsTaCoVAWtr9VjQ,613
Incredible Gassy,FART,DV744_giwPcZ4fh4OIvqfDkpfTbFdB-LMIUBt0rvfUR45eJD3MyLjb7eZXgXT_Fsw7NCeMe1R7lIJg,567
Горецс,RU1,bteYumqdmz1yXQZ4_Yhh7EOPpWch_TUeMHrUP3nXWx9sdqSSOQ3-dCuDdUoU6ayjf8vo7FG4Rkn8vw,245
Catuseless,Cats,fW6DrgEDyeUn4rc0CNm20UYOWEOZ3qZU6UxcNXbTpcX8kfQVM7P0MekZKekwa9Q0UxpkGMO05ErKZg,602
Gnida,00004,Dv-7aY9BRepJXXgRzI6WbyuY8iZC4zv9xRn9Nca739mFN_XCSTPxj1XVrxrk7Exo1lSYqLIz3fBydw,917
Beast,gen,IEnFnnCtAY7o8Hqtyc14ByULVrFvnu17EiJhz2tk-lx4fKQfaCCRAlTxmFoAIYKF6nSXACloiXCQRw,74
Художник Австрии,1939,kWIVldv-T_z0fLnKg1VLGGWH6uN4mz0OMhhwN5R_IsZPvG86QHFKz2NhwFTnSVAwhhyXKoBUr0uyNg,393
Последний герой,faker,_pVW9vWkNfIGQP0vUgTZT522Z4i5hSnkikF7FkgsQkAEpN6HRWIcsmlwayB5FuAIxOzFA9ABuatRww,591
Уздечка деда1488,SWAGA,kdEtpnkxHZNoETnY1kA9pbgKMByRHq_Z98t3c2SlaHE9G9NeF0ieTCkYbemAzax2Yq2lV305u3ZDow,556
noobchiks,RU1,LvZCjCQC0m1Qqr3OJ3Abrk7JQfj5iDhq5qv8v1hLhh_BTRTYgz-A7XVst_5uVX8dGQkdt77NjyR-eg,572
Aqua,TRG,YpJDjkwactJSmO84-Rj3lqlJNr_JxoGv-6wKCfSjwqF7Ian_kTKDjMPVnJsM1jpRKjpQl98GHsD9WA,498
shisuimode,noir0,eHK_BmTHSZ7X3lzcUc341oJ1S_6HG2qPlGwKabBPXI6JNWo-fPOxLyqPbB9kd_falzFaPlVh0ePX4A,62
The Ruined Kaito,Kaito,mYIkF8WhKbBrDkB1s7r4BX5himuNODHbx9ky76o5kR2Bdt-rLp9bANBVTr9OxaoJzvlI_jCp7teK1Q,240
muradikfast,ILEW,927x-TK0SKxKxJ4ihhx0VHcZEVRV3oxz2eGggPrRjn6MGV3tfowi-SKFK6alM9Y8lD5L317V5eTkrQ,476
Euvl,5959,lMKpxhLjkBGw740ZbpeR7yZqQSYmGvlK4Qk3wog-XXnjKsJJKtTUvbeDo0M07HC1MsjoW3JWKIp4BA,540
Xer4tk,Xer4t,XL4B6qwDTbRbvRI4GxxjK6zSKNev_ZO2eQm7li5_SctAK1d1bMhOV_rdR-1mrBfISA6lRDZNUU4Y9Q,824
Pinokew,RU1,QQ1IqLwVmy4--Qa366zg9DCheyW7oEj5K8GgX5MLZo7eoikQEVEA_A_X4_6y3i0LWbvsp6Y8pWBOxw,281
Litya,litya,Fv0SFdu8AbnFlza5pyJF7Xml8S9TGJFpMWVBu-b_pgUktoxL-oUzGhh7y8StPsdmGyMaDHFJD6AJKg,585
Jorji 6,RU1,LAkz6KCN-BhxdB81vwrNhti9aonUcnP2OrP8fgD5KoIyhHvwtRSCBwkAN6_mSOQ8Ari8LqxtNRE8ZA,640
Tomorrows,5455,j_pOqld0CHajFKWobBHsl5YovSAXUdiowJ20x9iCM-EJA7RDQLqJ9YJDfV-mU0z0CCj0wiWF2nA3pQ,765
internet shluxa,RU1,iOZQco0VpcuCQQoUMlOh7RjEPGHHRMVooxMPkqHRsNB3T6y92qdqcAEywONQC_idkoSMWGAYiEIPdA,124
Холодная Окрошка,4444,5VubBGsmfSuuZ5pO3AFbS8LDWeZDYi_Y7qZsDDYpnKTQksQhGeIxknwj_lkMung4Wf2EcVM6tGnjGg,538
РыгальняДьявола,beeee,L83ZBjEwLwzPMyf6pZfMNdpZ3Kay70XYzOIL4KjX10rST6EJvpSW1gHQudJ63V_xAaMutCDCEUBokA,351
我是头猪,DCP,WfrOEKTc7EusC2PAv-KvcYL-4j1I6T6hFtdZoFExVposOlan1ertGPkFM7cO8LYk2fR_-Y4PnuhUYA,47
srvnlni,шавел,PxzBIzYWDYYKVjWCWH9_H1WIaaO6mq0AZUtjF6SVtBGBDCQvG42-PMb515933l8Kul0B6wEBqtdhZw,643
morphine,xdxd,RmBnCPyrrxyckiLJlv-Tq1RYd7b4iNr9IUtaY5EbfUelr8sLixvd_SANhyUYXUs_pRpW4AnaGxoP3A,631
isterika,xru,c-ZykkD0hXQrdjtHSY6wsmNqjlHCwvfpNt6OZZxLuOxIE9P5aJ73V7eMDg7zjazg7Wrqx7x4co7lIQ,422
ЗовиМеняГосподин,RU1,3y47I-zX887yyDgMHSi77Kq59pNnr9ktXBf2p6-oIjJfALKwdVcmNEltwR7jYgBFDOAJkUp90tSlnw,414
Войтов,000,-HGByt4Br9xSMOofqov3KrwdP0ScQT6iczHkAcfst8twNNrcmeHWx-bOKhlGj8y27GRXA298NEm0CQ,73
Дырявый стрелок,8628,4CMaoFsN5UYhnuPEAzhNgGkQL3sLoIRKa4oeYQWQccRufgdN-EAJWIJ-LUEOSFQlnPwQs71abjzNcg,628
Waverly,Sky,V3P2EZ0pYpolhn-KW8NxJlJ9Cd538bRknsvCsmxsApqk2enaBVhO7vJJzXeoqw9GPLpx8WAvAtBdpA,1819
NICKolai,RU1,4Ke4LOiK_cEGzXTxz3F88MeQqlh95eBwxXlHst4UvPcvZPiAd2aejRiyX8fgKxwNWCd0p3QE1TDLOg,278
Lunchoma,2434,XXx4FfvDqFOSEltY0Z0DEH8aoHrtei9Tkx27iHl6RjxM5AHo99bK4SueVrYEogViGBl-nPuUVPM8Gw,415
Sarmenty,Актер,9mymmOaWan7FqO0tAlfKtAoBBmL1H3zfHzzodI9YqfrCMSYczjP1_xq7JGRCi7P3s7vCCS2WDAGyWQ,1004
L W,003,Ww-aqbuvtR4g2qBxi4QkHpV--CPJ8Pub2IxtE2hrhDEP17H1RMh7nzZCpiQpcWv7hTdNkkGkkmHLxg,241
eкатерина чайка,другс,UpzRxheMUv6R1j3hWkJsKE4ghwcm8sMcdIfHZYbm8G3eBf9pKn66XEg9vKiLDKA4Ulsn5vS4hExx_g,681
barbalion2345678,RU1,jcG6dE72U-xrT8WxBlCwzjbsEZyqEmCUtXgVhUA1KNK6Jr3hgSCzceCaBiqqwFvV_F9LVrJdT3vHnQ,98
